id,title,url,description,date-posted,work-mode,location,job-type,job-schedule,carrer-level,travel-required,categories
1548329,Software Engineer - Python and K8s,https://www.flexjobs.com/HostedJob.aspx?id=1548329,"Work in Python to design and deliver open source software operations code, work across the entire Linux stack, from kernel, networking, storage, to applications, and shape high quality open source monitoring and alerting infrastructure.",08/30/23,Hybrid Remote,Work from Anywhere,Employee,Full-Time,Entry-Level,"Yes, a bit",
1872547,Senior Software Engineer - Python,https://www.flexjobs.com/HostedJob.aspx?id=1872547,"Build new features and products for the API. Optimize and build carrier integrations for performance and scale. Integrate our software with carriers around the world. Participate in code designs, planning meetings, and code reviews.",09/29/23,100% Remote,US National,Employee,"Full-Time, Flexible Schedule",Experienced,No specification,"Software Development, Python"
1849951,"Senior Software Engineer, Python",https://www.flexjobs.com/HostedJob.aspx?id=1849951,"Design, build and launch new features and improve the overall quality of the Garner app. Collaborate across disciplines to understand our users and iterate on new ideas. Protect our users' privacy and security through secure coding practices. Support...",09/20/23,100% Remote,US National,Employee,Full-Time,Experienced,No,
1856042,Senior - Principal Python Developer,https://www.flexjobs.com/HostedJob.aspx?id=1856042,You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. 5+ years of professional software development experience. 5+ years of hands-on experience building applications...,09/9/23,100% Remote,Colombia,Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,"Software Development, Python"
1856059,Senior Python - Typescript Developer,https://www.flexjobs.com/HostedJob.aspx?id=1856059,You will work on a FullStack product team to build and deliver a product to our clients. Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis.,09/9/23,100% Remote,Colombia,Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,"Software Development, Python"
1872681,Principal Software Engineer - Python,https://www.flexjobs.com/HostedJob.aspx?id=1872681,"Work with a cross-functional team to deliver timely, high-quality, and well-tested code. Be the technical leader of the development team owning the delivery of critical epics and features. Author TDDs, provide feedback, and partner with the team...",09/29/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Software Development, Python"
1866154,Senior Backend Engineer - Python - Django,https://www.flexjobs.com/HostedJob.aspx?id=1866154,"Develop and enhance product features, maintain efficient Python code, contribute to backend architecture decisions, collaborate with teams to translate customer feedback into successful tools. Proven experience building a major product or feature from...",09/21/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Python, Software Development"
1881966,Senior Software Engineer - Python,https://www.flexjobs.com/HostedJob.aspx?id=1881966,"Lead engineering teams to design, review, and build software. Collaborate with partners to architect, implement, and deploy systems. Automate development and testing workflows. Write technical documentation, perform code reviews, and participate in...",10/14/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Software Development, Python"
1811598,"Senior Software Engineer, Python",https://www.flexjobs.com/HostedJob.aspx?id=1811598,"Responsible for developing systems that process data at near real time for thousands of events per second, operating with data sets in the region of tens of billions of rows.Contribute towards mission critical systems for the business. Meet client needs.",08/19/23,100% Remote,"London, United Kingdom Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No,"Software Development, PHP, Python"
1833717,"VP of Engineering, Backend - Python",https://www.flexjobs.com/HostedJob.aspx?id=1833717,Direct multiple teams to build & maintain software that supports our core business. Work closely with business stakeholders to shape our product. Protect our users' privacy and security by driving best practices across the organization. Mentor others.,08/22/23,100% Remote,US National,Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No,"Computer & IT, Medical & Health, Software Development, Python"
1856036,Mid-Level - Senior Python Developer,https://www.flexjobs.com/HostedJob.aspx?id=1856036,You will work on a FullStack Labs product team to build and deliver a product to our clients. You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. 4+ years of...,09/9/23,100% Remote,Colombia,Employee,Full-Time,Experienced,No specification,"Software Development, Python"
1882461,"Senior Full Stack Engineer, Python",https://www.flexjobs.com/HostedJob.aspx?id=1882461,"Build and scale innovative recruiting software, delivering features end-to-end. Collaborate with design and product teams, mentor less-experienced engineers, and advocate for innovation. Craft clean, reliable, and maintainable code. 7+ years of...",10/14/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1882463,"Full Stack Engineer III, Python",https://www.flexjobs.com/HostedJob.aspx?id=1882463,"Deliver end-to-end features, collaborate with design and product teams, build domain expertise in recruiting and scheduling, and advocate strong foundations in technical architecture while maintaining high velocity. 5+ years of software development...",10/14/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1844334,"Senior Software Engineer - Python, Go",https://www.flexjobs.com/HostedJob.aspx?id=1844334,"Help design and implement solutions that leverage a small team, across Research Engineering and Product Engineering. This person should have a demonstrated track record of developing longer term, adaptable solutions that span multiple teams, and...",09/9/23,100% Remote,Work from Anywhere,Employee,Full-Time,Experienced,No specification,"Software Development, Python"
1879050,Senior Test Engineer with SQL and Python,https://www.flexjobs.com/HostedJob.aspx?id=1879050,"Develop and implement test strategies, plans, and scenarios for software workstreams. Perform functional, performance, security, and integration testing. Collaborate with stakeholders. Develop and maintain automation frameworks for UI, API, and Backend.",10/10/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,+ 15 more
1758512,Senior Python Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1758512,"Write high quality, rigorously designed Python software. Collaborate proactively with a globally distributed team. Display technical leadership internally and within our external communities. You have a Bachelor's or equivalent in Computer Science...",09/2/23,100% Remote,"Australia, Bangladesh, China, Hong Kong, India, Indonesia, Japan, Malaysia, New Zealand, Pakistan, Philippines, Singapore, Sri Lanka, Taiwan, Thailand, Vietnam",Employee,Full-Time,Experienced,No specification,
1791395,"Backend QA Engineer - Python, Kotlin",https://www.flexjobs.com/HostedJob.aspx?id=1791395,"Provide a quality experience for our users by building solid processes, following best practice & preventing issues & problems from occurring at an early stage. We believe that being a QA Engineer is much more than just testing & trying to break code.",08/20/23,Hybrid Remote,"London, United Kingdom Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,"Software Development, QA & Testing, Python"
1881472,"Senior Data Engineer - SQL, Python, Cloud",https://www.flexjobs.com/HostedJob.aspx?id=1881472,"Builds data marts and data models to support Data Science and other internal customers. Integrates data from a variety of sources, assuring that they adhere to data quality and accessibility standards. Analyzes current information technology...
",10/12/23,100% Remote,"Hartford, CT, or US National Candidates need to be able to work in the City or State specified",Employee,Full-Time,Manager,No specification,+ 15 more
1723756,HPC Automation Engineering Manager - Python and Linux,https://www.flexjobs.com/HostedJob.aspx?id=1723756,This role covers engineering management of a software development team we have created to deliver an outstanding HPC experience - from bare metal to public cloud - as part of the broader Ubuntu platform. We are looking for a range of skills...,09/20/23,100% Remote,US National,Employee,Full-Time,Manager,No specification,
1866535,"Engineering Manager, Backend - Python",https://www.flexjobs.com/HostedJob.aspx?id=1866535,Build and maintain applications that support our core business. Collaborate across disciplines to provide timely and accurate information. Protect our users' privacy and security through best practices. Support business users in production. ,09/21/23,100% Remote,US National,Employee,Full-Time,Manager,No specification,"Medical & Health, Computer & IT, Software Development"
1858377,Senior Back-end Engineer (Python) - Artificial Intelligence,https://www.flexjobs.com/HostedJob.aspx?id=1858377,"Occupy a unique position in the market, where you contributing to the architecture, expansion, and ongoing maintenance of the Contract Management Workflow functionality in the Client's platform. Minimum of 5+ years of experience in software development...",09/15/23,100% Remote,"Argentina, Bolivia, Brazil, Chile, Colombia, Ecuadaor, Guyana, Paraguay, Peru, Suriname, Uruguay, Venezeula",Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,"Software Development, Python"
1816271,Application Architect - OpenAI - Python and .Net or Java,https://www.flexjobs.com/HostedJob.aspx?id=1816271,"As an Application Architect, your primary responsibility will be to work with clients to develop applications on the Azure platform. You will be responsible for the analysis, design, and planning of application components in Azure and other related...",08/27/23,100% Remote,US National,Employee,Full-Time,Manager,No specification,"Software Development, .NET, Java & Android, Python, SQL"
1840135,Application Engineer - OpenAI - Python and .Net or Java,https://www.flexjobs.com/HostedJob.aspx?id=1840135,"Understand client requirements and how they translate in application features. Produce clean, efficient code based on specifications. Own one or more distinct parts of a project (components, features, etc.). Perform diagnostic tests and debugging...",08/30/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Software Development, .NET, Java & Android, Python, SQL"
1856721,Senior Back-End - Python-Typescript - Artificial Intelligence,https://www.flexjobs.com/HostedJob.aspx?id=1856721,"Contribute to the architecture, development, and ongoing maintenance of integrations between the client's platform and various external enterprise systems. This position requires a deep understanding of the use of APIs and events/messaging as...",09/9/23,100% Remote,"Argentina, Bolivia, Brazil, Chile, Colombia, Ecuadaor, Guyana, Paraguay, Peru, Suriname, Uruguay, Venezeula",Employee,Full-Time,Experienced,No,
1874684,"Senior Software Development Engineer in Test - Python, SQL",https://www.flexjobs.com/HostedJob.aspx?id=1874684,"Develop comprehensive test strategies, plans, and scenarios for software workstreams. Perform functional, performance, security, and integration testing. Collaborate with stakeholders and provide regular status updates on test execution.",10/3/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,+ 15 more
1840136,Senior Application Engineer - OpenAI - Python and .Net or Java,https://www.flexjobs.com/HostedJob.aspx?id=1840136,"Produce clean, efficient code based on specifications. Own one or more distinct parts of a project (components, features, etc.). Perform diagnostic tests and debugging procedures while improving code and re-designing tasks. Generate ideas for software...",08/30/23,100% Remote,US National,Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,"SQL, Software Development, .NET, Java & Android, Python"
1821555,Senior - Staff Software Engineer - Backend - Python ,https://www.flexjobs.com/HostedJob.aspx?id=1821555,"Conceiving, designing, building, and launching new user-facing features. Improving the performance and scalability of our GraphQL and REST API. Improving how we sync millions of sales emails and calendar events each month. Working with Twilio's API...",09/8/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,Software Development
1870217,Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1870217,Integration of new services/blockchain protocols into the platform. Microservices development with Python/Django and GO. Troubleshooting the production environment and constantly improving it. Good knowledge of Django or any other Python frameworks.,09/27/23,100% Remote,"Austria, Belgium, Denmark, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Netherlands, Norway, Poland, Portugal, Romania, Spain, Sweden, Switzerland, Ukraine, United Kingdom",Employee,"Full-Time, Flexible Schedule",Experienced,No specification,"Software Development, Python"
1731054,Senior Backend Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1731054,"We're hiring across multiple teams - our tech stack across all includes Python, Django, PSQL, AWS, CloudFormation, and Ansible. Commercial experience with Python 3. An excellent understanding of relational databases. Understanding of APIs. Remote work. ",08/24/23,100% Remote,Work from Anywhere,Employee,Full-Time,Experienced,No specification,"Software Development, Python"
1874437,Backend Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1874437,"Develop Python code for high-performance applications with user-facing elements, collaborating with product and design teams to meet end-user requirements. You are proficient in designing & developing Web Services (REST). Strong familiarity with...",10/7/23,100% Remote,Poland,Employee,Full-Time,Experienced,No,"Software Development, Python"
1874438,Senior Backend Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1874438,"Writing reusable, testable, production ready, observable and efficient code using Python. Designing and implementatingon of low-latency, high-availability, and performant applications. Testing what you code and contributing to how it runs, is deployed...",10/7/23,100% Remote,Poland,Employee,Full-Time,Experienced,No,"Software Development, Python"
1836239,Machine Learning Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1836239,"Responsible for developing and deploying advanced analytics and machine learning models using Python, AWS, Scikit-learn, MLflow, Weight and Biases, Pandas, AWS SageMaker, and GeoSpatial tools. The ideal candidate will have a strong background in ML...",08/26/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Software Development, Python"
1639297,"Senior Site Reliability Engineer, Americas",https://www.flexjobs.com/HostedJob.aspx?id=1639297,"Our site reliability engineers bring Python software-engineering skills and rigour to the operations domain. Architect and run OpenStack, Kubernetes and software defined storage. Software Engineering or Computer Science degree.",09/16/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1572768,Engineering Manager - Commercial Systems,https://www.flexjobs.com/HostedJob.aspx?id=1572768,"We are looking for software engineering managers, ideally with strong background in Go or Python, who have the drive and energy to lead a team of engineers in delivering and operating these capabilities at scale, ensure the highest engineering quality...",09/13/23,100% Remote,"Bulgaria, Croatia, Cyprus, Czech Republic, Egypt, Israel, Kenya, Lebanon, Luxembourg, Malta, Nigeria, Oman, Qatar, Romania, Saudi Arabia, Serbia, South Africa, Ukraine, United Arab Emirates, United Kingdom, Canada, Mexico, Argentina, Bolivia, Brazil, Chile, Colombia, Ecuadaor, Guyana, Paraguay, Peru, Suriname, Uruguay, Venezeula, or US National",Employee,Full-Time,Manager,No specification,
1862326,Senior Software Engineer II ,https://www.flexjobs.com/HostedJob.aspx?id=1862326,"Develop and implement scalable and performant solutions (we use Vue, Python, DBT, Snowflake, and PostgreSQL). Partner, as a peer, with Engineering Managers, Product Managers, and stakeholders throughout Aledade to develop and execute technical...",09/15/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1858478,"Senior Software Engineer - AI,ML",https://www.flexjobs.com/HostedJob.aspx?id=1858478,"You have strong experience with Python and AI/ML libraries (Pandas, LangChain, PyTorch, Keras, scikit-learn, etc.). You should be comfortable enough to weigh the pros and cons of each model, framework, and third-party integration, then incorporate your...",09/12/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Software Development, Python"
1860220,SAS Developer,https://www.flexjobs.com/HostedJob.aspx?id=1860220,Work on Agile-based projects for a Salesforce Forecast calculating financial statements for key Credit Risk business areas of our client. Bachelor's degree and 4 years with SAS and Python in a UNIX / SAS Grid Environment are needed. 100% Remote Work. ,09/16/23,100% Remote,"Washington, DC Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,"Software Development, Python"
1864224,"Software Engineer, Full-Stack",https://www.flexjobs.com/HostedJob.aspx?id=1864224,"Develop and deliver high-quality, reliable products as a Full-stack Software Engineer. Work with ReactJS, Python/Django, PostgreSQL, and REST/Open API. Collaborate with product and design teams in a fast-paced environment.",09/20/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Software Development, Python"
1829881,Software Engineer - Data Infrastructure - Kafka,https://www.flexjobs.com/HostedJob.aspx?id=1829881,"Write high-quality, idiomatic Python code to create new features. Debug issues and interact with upstream communities publicly. Work with helpful and talented engineers including experts in many fields. Discuss ideas and collaborate on finding good...",08/17/23,100% Remote,Work from Anywhere,Employee,Full-Time,Experienced,"Yes, a bit",
1841037,Data Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1841037,"Collaborate with the team to create reliable pipelines that efficiently gather, transform, and load data into the data platform, ensuring seamless information flow between systems. Utilize skills in SQL, Python, and tools like dbt to structure data for...",09/3/23,100% Remote,US National,Employee,Full-Time,Experienced,"Yes, a bit","Computer & IT, SQL, Python"
1874182,Senior Machine Learning Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1874182,"5+ years of professional experience with Python. 3+ years of experience as ML engineer. End-to-end experience of training, evaluating, testing and deploying machine learning products in production. Fluent with PyTorch/Tensorflow or similar.
",10/7/23,100% Remote,"Barcelona, Spain Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,"Software Development, .NET, Python"
1854166,Data Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1854166,"Support our technical teams by ensuring ease of access to data within our organization. The ideal candidate for this role will have strong technical skills, including Python, SQL, and AWS as well as a desire to be a hands-on contributor to building out...",09/5/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Computer & IT, Software Development, Python"
1855980,"Senior Software Engineer, Developer Platform, Identity and Access Management",https://www.flexjobs.com/HostedJob.aspx?id=1855980,"Build cross-cutting features in the dataplane by using and extending state of the art service mesh technologies. Create infrastructure software and high leverage tools, libraries, and frameworks in Python and Go.

",09/7/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Computer & IT, Software Development, Python"
1879721,Senior Data Scientist,https://www.flexjobs.com/HostedJob.aspx?id=1879721,Build and iterate models to meet business requirements using Python. Create data pipelines for analysis and productionized models. Integrate models into production systems using MLOps best practices. Work with large-scale geo track and trace data sets.,10/11/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Computer & IT, SQL, Statistics, Python"
1872124,Customer Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1872124,"Customer Engineer/Solution Architect integrating Cresta's solutions with contact centers. Contribute to sales/execution process, work on customer projects, troubleshoot, provide bug fixes. Hands-on experience in Go, Python, and Javascript.",09/30/23,100% Remote,"Toronto, ON, Canada Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,"Computer & IT, Sales, Python"
1882261,Senior Big Data Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1882261,"Build, design, and own scalable software products. Develop high-performance computing tasks using Java, Scala, and Python. Analyze, program, debug, and modify software for analytics and visualization solutions.",10/13/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,+ 19 more
1827798,"Software Engineer, Telemetry",https://www.flexjobs.com/HostedJob.aspx?id=1827798,"Collaborate with a globally distributed team. Write scalable service APIs in Python and Golang to provide telemetry services. Develop observability, remote logging, data acquisition, alert and notification, and edge processing capabilities. Work with...",09/19/23,100% Remote,"Bulgaria, Croatia, Cyprus, Czech Republic, Egypt, Israel, Kenya, Lebanon, Luxembourg, Malta, Nigeria, Oman, Qatar, Romania, Saudi Arabia, Serbia, South Africa, Ukraine, United Arab Emirates, United Kingdom",Employee,Full-Time,Experienced,"Yes, a bit",
1879508,"Data Analyst, Crypto",https://www.flexjobs.com/HostedJob.aspx?id=1879508,"Analyze data sets, track crypto funds flows, conduct intelligence research, conduct all-source intelligence research and create reports using Excel, Python, R, or other scripting languages. Bachelor's degree in STEM or highly quantitative field required.",10/11/23,100% Remote,"CA, Washington, DC Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,+ 16 more
1876330,Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1876330,"Work in Python and Golang to design and deliver open source software operations code. Work with the entire Linux stack, from kernel, networking, storage, to applications. Learn to think rigorously about application and infrastructure reliability.",10/4/23,100% Remote,Work from Anywhere,Employee,Full-Time,Experienced,"Yes, a bit",
1841930,"Software Engineer, Logistics",https://www.flexjobs.com/HostedJob.aspx?id=1841930,"5+ years of development experience, ideally in a fast-paced or high-growth technology company, plus: knowledge of multiple programming languages (we primarily use Python, Elixir, JavaScript - knowledge of these in particular not required).
",09/6/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Software Development, Python"
1822044,Senior Business Intelligence Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1822044,"Develop a deep understanding of company's data architecture & data mappings.Leverage Python to transform data from base events to aggregated metrics.Contribute to and extend LivePerson's primary analytics platform based on MicroStrategy.Build templates.
",09/9/23,100% Remote,US National,Employee,Full-Time,Experienced,No,
1841103,"Engineering Manager, App Stores Backend",https://www.flexjobs.com/HostedJob.aspx?id=1841103,"This is a technical management role to lead a team that develops Python and Golang micro-services that power our global software distribution engine. Exp leading modern, agile software development practices. Willingness to travel up to 4 times a year. ",09/2/23,100% Remote,"Bulgaria, Croatia, Cyprus, Czech Republic, Egypt, Israel, Kenya, Lebanon, Luxembourg, Malta, Nigeria, Oman, Qatar, Romania, Saudi Arabia, Serbia, South Africa, Ukraine, United Arab Emirates, United Kingdom",Employee,Full-Time,Manager,"Yes, a bit",
1778869,Software Engineer - Data Infrastructure,https://www.flexjobs.com/HostedJob.aspx?id=1778869,"Collaborate proactively with an internationally distributed team. Write high-quality, idiomatic Python code to create new features. Debug issues and interact with upstream communities publicly. Work with helpful and talented engineers including experts.",09/1/23,100% Remote,Work from Anywhere,Employee,Full-Time,Experienced,No,
1281299,Lead Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1281299,"Develop/build a technology stack and execute technology strategies. Must have mid/senior-level development and engineering experience and be able to work in JavaScript, Python, PostgreSQL, React, and Django. Remote during the pandemic.",09/20/23,Option for Remote,"Cape Town, South Africa Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,"Software Development, Python, SQL"
1859334,Senior Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1859334,"Development of Django-based websites using Python, Postgresql, etc. Work with large data sets, including scripting imports, exports, data cleaning, analysis, etc. Write effective, scalable code. Test and debug programs. Improve functionality of...",09/13/23,100% Remote,US National,Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,"Computer & IT, SQL, Software Development, Python"
1881442,Senior Back End Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1881442,"As a Senior Backend Software Engineer, you will work directly with the product, design, and engineering teams to help shape our product and culture. You are a highly knowledgeable and experienced Backend SWE with deep experience in Python.",10/12/23,100% Remote,"Canada, or US National",Employee,Full-Time,Experienced,No specification,"Computer & IT, Software Development, Python"
1832091,Senior Web Developer,https://www.flexjobs.com/HostedJob.aspx?id=1832091,"Plan, design, write, modify, integrate, and test web-related code in diverse environments, including Node.js, JavaScript, Python/Flask, PostgreSQL, Linux, Docker, Git, and Cloud Services. Bachelor's degree and 5 years as a Web Developer. Remote work. ",08/18/23,100% Remote,Canada,Employee,Full-Time,Manager,No specification,
