id,title,url,description,date-posted,work-mode,location,job-type,job-schedule,carrer-level,travel-required,categories
1863201,Senior Java Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1863201,"Conduct comprehensive analyses to determine integration needs, guaranteeing seamless compatibility with existing systems. Evaluate business processes and integration considerations to propose standardized, architecture-compliant technology solutions.",09/18/23,100% Remote,Portugal,Employee,Full-Time,Experienced,No specification,"Software Development, Java & Android"
1765084,Java Backend Developer,https://www.flexjobs.com/HostedJob.aspx?id=1765084,"Act as a key player in delivering value with software, delighting our customers and achieving our business goals. Valuing innovation, transparency, quality and pragmatic solutions, you are proud of your work and see it as part of the collaborative achi...",09/19/23,Hybrid Remote,"Cologne, Germany Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,"Java & Android, Software Development"
1856060,Senior Java Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1856060,"You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack Labs product team to build and deliver a product to our clients.
",09/10/23,100% Remote,Colombia,Employee,Full-Time,Experienced,No specification,"Software Development, Java & Android"
1120665,Senior Java Engineer (Remote),https://www.flexjobs.com/HostedJob.aspx?id=1120665,"Senior Java engineer needed for a full-time opportunity. This position is 100% remote. Will be responsible for implementing design patterns, code review, and mentoring other engineers. Five years' experience as a software engineer required.",09/21/23,100% Remote,"Canada, or US National",Employee,Full-Time,Manager,No specification,"Java & Android, Software Development"
1767150,Senior Java Developer,https://www.flexjobs.com/HostedJob.aspx?id=1767150,"You will be responsible for the design, development and delivery of innovative solutions with a high degree of engineering integrity. You will be required to demonstrate technical curiosity, the ability to make hands-on contributions across different...",09/22/23,100% Remote,US National,Employee,Full-Time,Experienced,No,
1868825,Senior Java Developer,https://www.flexjobs.com/HostedJob.aspx?id=1868825,"Design, review, and maintain application architecture, mentor team, align architecture with business requirements, and document system architecture. Bachelor's degree and 8 years of software experience required. Provides expert guidance to team in...",09/25/23,100% Remote,US National,Employee,Full-Time,Experienced,No,
1855978,Mid-Level Java Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1855978,We're looking to hire a Mid-Level Java Engineer to join our team. You'll work with our incredible clients in one of two ways: Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers.,09/10/23,100% Remote,Colombia,Employee,Full-Time,Experienced,No specification,"Software Development, Java & Android"
1841758,"Lead API Developer, Java",https://www.flexjobs.com/HostedJob.aspx?id=1841758,"Work with stakeholders to gather the requirements. Develop, test, and deploy APIs. Writing tested, idiomatic, and documented Java Code. 10+ yrs of hands-on experience in the design and development of RESTful APIs and Microservices using technology stack. ",09/5/23,100% Remote,"Culiacán, Mexico Candidates need to be able to work in the City or State specified",Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,
1852859,Software Engineer - Java,https://www.flexjobs.com/HostedJob.aspx?id=1852859,Rapidly build new web and mobile applications. Drive new features and improvements in a fast-changing environment. Develop easy-to-use technology for patients and healthcare providers who have varying degrees of experience with technology. Utilize...,09/1/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1786437,Senior Java Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1786437,"Tackle a variety of tasks from designing microservices, operational issues, production debugging, risk mitigation and management, and the ability to pair with others outside of your immediate team in order to accomplish any task.",09/19/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Software Development, Java & Android"
1863437,Back-End Engineer - Java,https://www.flexjobs.com/HostedJob.aspx?id=1863437,"Develop features, maintain existing platform, participate in defining architecture & features with product and design teams. Pursue migration to fully service-oriented architecture. Comfortable with Java, SpringBoot, and change. Engineering experience. ",09/22/23,100% Remote,France,Employee,Full-Time,Experienced,No specification,"Java & Android, Software Development, Computer & IT"
1853384,Senior Java Developer ,https://www.flexjobs.com/HostedJob.aspx?id=1853384,"Participate in technical planning & requirements gathering phases including Design, code, test, troubleshoot, and document engineering software applications. Banking/Payments domain with at least 5+ years of experience. Money transfer business knowledge.",09/2/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1857225,Java FullStack Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1857225,"Evaluate product performance operational metrics, as well as diagnose and resolve issues. Implement best practices and processes. Design and develop robust, scalable front end & back-end systems. Build and maintain complex data pipelines to parse and...",09/10/23,Hybrid Remote,"Chennai, India Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,"Yes, a bit","Software Development, Java & Android, Computer & IT"
1841455,Java Solutions Architect,https://www.flexjobs.com/HostedJob.aspx?id=1841455,"In this role, you will leverage your expertise in microservices architecture, Domain-Driven Design (DDD), and Clean Code principles to design and implement innovative software solutions for our clients. You will collaborate closely with clients...",09/5/23,100% Remote,"MI, IN, KY, TN, GA, FL, OH, NC, SC, WV, VA, PA, DC, CT, NJ, NY, RI, NH, ME, MD, DE, VT, ND, SD, NE, KS, OK, TX, MN, IA, MO, AR, LA, WI, IL, MS, AL Candidates need to be able to work in the City or State specified",Employee,Full-Time,Manager,"Yes, a bit",
1852825,Senior Software Engineer - Java,https://www.flexjobs.com/HostedJob.aspx?id=1852825,"Rapidly build new applications on an existing, robust enterprise platform. Build new cloud infrastructure from scratch following the best practices in software development. Drive new features and improvements in a fast-changing environment. Partner...",09/1/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1864007,"Senior Fullstack Engineer - Java, JavaScript",https://www.flexjobs.com/HostedJob.aspx?id=1864007,"Deliver AI solutions to improve customer experience and enable decision making. Collaborate with cross-functional teams, write clear test cases, and ensure code quality. Build scalable web applications using Java, Spring, JavaScript, React, and Python.",09/23/23,100% Remote,Spain,Employee,Full-Time,Experienced,No specification,
1825965,"Software Engineer, Backend - Java",https://www.flexjobs.com/HostedJob.aspx?id=1825965,Design and implement highly scalable features which help solve Sales and Marketing related problems for companies all around the world. Help junior engineers in writing high quality and extremely efficient code. Work with experienced Architects and...,09/16/23,100% Remote,India,Employee,Full-Time,Experienced,No specification,
1844524,Senior Software Engineer - Java,https://www.flexjobs.com/HostedJob.aspx?id=1844524,"Designing, modifying, developing and implementing technology solutions. Building modern, architecturally sound components, tools and applications to meet mission-driven strategic business goals. Participating in an environment rapidly transforming.",09/9/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1659969,"Backend Software Engineer, Java",https://www.flexjobs.com/HostedJob.aspx?id=1659969,"Work closely with engineers, product managers, and other stakeholders to design and build the latest and greatest in Chaos Engineering tooling. Leverage strong collaboration and communication skills to deliver new features within a remote culture.",09/10/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1882587,"Senior Java Engineer, Authentication and Authorization",https://www.flexjobs.com/HostedJob.aspx?id=1882587,"Develop Java software products and applications, discuss and contribute to roadmaps, implement solutions, ensure products are stable and scalable, mentor team members, and work collaboratively with a fully-remote team. BA/BS degree in Computer Science...",10/14/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Computer & IT, Java & Android, Software Development"
1861129,Application Support Engineer - JAVA,https://www.flexjobs.com/HostedJob.aspx?id=1861129," Resolve support cases, identifying root causes, providing workarounds or solutions, and collaborating with other teams to resolve complex problems.Ensure timely updates and clear technical explanations for support requests. Provide tech explanations. ",09/15/23,100% Remote,"Kuala Lumpur, Malaysia Candidates need to be able to work in the City or State specified",Employee,"Full-Time, Alternative Schedule",Experienced,No,
1871065,Java Full Stack Developer,https://www.flexjobs.com/HostedJob.aspx?id=1871065,"Responsible for designing, developing and operating products in Cloud platform for enterprise-wide use. These products include modern enterprise applications accessible and responsive via any device (web/mobile). Develop quality products using industry...",09/27/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Software Development, Java & Android, Computer & IT, SQL"
1869324,"Senior Software Engineer, Java",https://www.flexjobs.com/HostedJob.aspx?id=1869324,"Develop OSS connecting to various tools, deliver secure and efficient platforms, create solutions to maximize the company's performance, partner with teams, troubleshoot frameworks, and lead technical projects. 5+ years of hands-on experience. Remote.",09/27/23,100% Remote,Canada,Employee,"Full-Time, Flexible Schedule",Manager,No specification,"Software Development, Computer & IT, Java & Android"
1840784,Senior Java Technical Architect,https://www.flexjobs.com/HostedJob.aspx?id=1840784,"As a Senior Technical Architect you will participate in all aspects of the software development lifecycle which includes estimating, technical design, implementation, documentation, testing, deployment and support of application developed for our clients.",09/1/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1869325,"Senior Software Engineer, Java",https://www.flexjobs.com/HostedJob.aspx?id=1869325,"Develop open-source software solutions, deliver secure and efficient platforms, and create solutions to optimize performance. Collaborate with multi-disciplinary teams and communicate effectively to drive business strategies and user needs.",09/25/23,100% Remote,US National,Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,"Java & Android, Software Development, Computer & IT"
1865552,"Senior Full-stack Engineer (Java, React)",https://www.flexjobs.com/HostedJob.aspx?id=1865552,"Develop software solutions, work with team to develop product architecture, produce clean code, develop libraries and services, mentor junior developers, develop Java backend services and micro frontend websites. Break work down into concise...",09/24/23,100% Remote,"Argentina, Bolivia, Brazil, Chile, Colombia, Ecuadaor, Guyana, Paraguay, Peru, Suriname, Uruguay, Venezeula",Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,"Software Development, Java & Android"
1845674,"Backend Software Engineer II, Java ",https://www.flexjobs.com/HostedJob.aspx?id=1845674,"Responsible for the design and development of mission-critical components of a distributed Ad serving platform. You will design, code, troubleshoot, and support scalable services in a high volume and low latency environment.",09/15/23,Hybrid Remote,"Irvine, CA Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,"Java & Android, Software Development"
1825960,"Senior Software Engineer, Backend - Java",https://www.flexjobs.com/HostedJob.aspx?id=1825960,Design and implement highly scalable features which help solve Sales and Marketing related problems for companies all around the world. Help junior engineers in writing high quality and extremely efficient code. Work with experienced Architects and...,09/16/23,100% Remote,India,Employee,Full-Time,Experienced,No specification,
1828336,Software Development Engineer - Java-Node.Js,https://www.flexjobs.com/HostedJob.aspx?id=1828336,"Build the platform that serves the real time monitoring needs of our customers. Design and develop high-volume, low-latency applications for important systems and delivering high-availability and performance. Design complex high performance backend...",09/20/23,100% Remote,Bulgaria,Employee,Full-Time,Experienced,No specification,
1869124,Staff Backend Engineer (Java) - Subscriptions,https://www.flexjobs.com/HostedJob.aspx?id=1869124,Lead the technical roadmap and architecture for the subscription platform services. Implement intricate aspects of the system and mentor engineers. Contribute to improving development processes and have a widespread impact across the organization.,09/27/23,100% Remote,"Sydney, Australia Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,
1871683,Java Developer - Tier III Support,https://www.flexjobs.com/HostedJob.aspx?id=1871683,"Perform general technical trouble shooting & give consultation to development teams. Work with Operations, DBA team and other program SMEs on coding standards and peer reviews. Assist in production software deployments working closely with other...",09/28/23,100% Remote,US National,Employee,Full-Time,Experienced,No,
1835548,Java Pre-sales Solutions Architect,https://www.flexjobs.com/HostedJob.aspx?id=1835548,"Clean Code Development and Best Practices: Lead our clients' development teams by advocating Clean Code practices, ensuring the delivery of high-quality, maintainable, and extensible codebases. Mentor and coach developers in applying industry best...",08/25/23,100% Remote,"MI, IN, KY, TN, GA, FL, OH, NC, SC, WV, VA, PA, DC, CT, NJ, NY, RI, NH, ME, MD, DE, VT, ND, SD, NE, KS, OK, TX, MN, IA, MO, AR, LA, WI, IL, MS, AL Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,"Yes, a bit",
1863976,"Senior Java Developer - Server side, Cloud ",https://www.flexjobs.com/HostedJob.aspx?id=1863976,"Build a business-critical app as a platform for third-party development, extend its functionality, make architectural decisions, and collaborate with a technical team. You will have ownership of key features and architectural improvements, from top to...",09/23/23,100% Remote,"Cluj, Romania Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,"Software Development, Java & Android"
1869118,Senior Backend Engineer (Java) - Marketing Infrastructure,https://www.flexjobs.com/HostedJob.aspx?id=1869118,"Design, develop and deploy solutions for marketing and transactional messaging. Collaborate with leads, product managers, and engineers across teams. Facilitate knowledge sharing and advocate for engineering needs.Model initiative & ownerships in ...",09/27/23,100% Remote,"Sydney, Australia Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No,
1869119,Senior Backend Engineer (Java) - Marketing Infrastructure,https://www.flexjobs.com/HostedJob.aspx?id=1869119,"Design, develop and deploy solutions for marketing and transactional messaging with reliable and compliant integrations. Collaborate with leads, product managers, and engineers across teams. Facilitate knowledge sharing and cross-team collaboration.",09/27/23,100% Remote,"Auckland, New Zealand Candidates need to be able to work in the City or State specified",Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,
1864010,"Senior Fullstack Engineer - Java, JavaScript",https://www.flexjobs.com/HostedJob.aspx?id=1864010,Actively participating in team meetings and sharing ideas. Knowing your own code by preparing for code reviews and being able to justify design patterns used. Understanding user personas impacted by code with well defined user stories and concrete...,09/23/23,100% Remote,Belgium,Employee,Full-Time,Experienced,No specification,
1864012,"Senior Fullstack Engineer - Java, JavaScript",https://www.flexjobs.com/HostedJob.aspx?id=1864012,"Senior Software Engineer responsible for delivering AI solutions, participating in team meetings, preparing for code reviews, writing test cases, and collaborating with Data Scientists, AI Engineers, and ML Operation Engineers. ",09/23/23,100% Remote,Poland,Employee,Full-Time,Experienced,No specification,
1864013,"Senior Fullstack Engineer - Java, JavaScript",https://www.flexjobs.com/HostedJob.aspx?id=1864013,Actively participating in team meetings and sharing ideas. Knowing your own code by preparing for code reviews and being able to justify design patterns used. Understanding user personas impacted by code with well defined user stories and concrete...,09/23/23,100% Remote,Czech Republic,Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,
1837537,Junior Java - .Net Software Developer - AWS,https://www.flexjobs.com/HostedJob.aspx?id=1837537,"We are ramping up to migrate mission applications to AWS GovCloud while minimizing long-term sustainment requirements, improving cyber security, increasing operational resilience, and maximizing the use of cloud cost containment. These teams are small...",08/28/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1858727,"Senior Java Developer with Payments - ACH, SWIFT Experience ",https://www.flexjobs.com/HostedJob.aspx?id=1858727,"Participate in technical planning & requirements gathering phases including Design, code, test, troubleshoot, and document engineering software applications. Passionate coder with 3 years of application development experience. Ensuring that technical...",09/12/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1816271,Application Architect - OpenAI - Python and .Net or Java,https://www.flexjobs.com/HostedJob.aspx?id=1816271,"As an Application Architect, your primary responsibility will be to work with clients to develop applications on the Azure platform. You will be responsible for the analysis, design, and planning of application components in Azure and other related...",08/27/23,100% Remote,US National,Employee,Full-Time,Manager,No specification,"Software Development, .NET, Java & Android, Python, SQL"
1840135,Application Engineer - OpenAI - Python and .Net or Java,https://www.flexjobs.com/HostedJob.aspx?id=1840135,"Understand client requirements and how they translate in application features. Produce clean, efficient code based on specifications. Own one or more distinct parts of a project (components, features, etc.). Perform diagnostic tests and debugging...",08/30/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Software Development, .NET, Java & Android, Python, SQL"
1246579,Senior Java Spring Boot Consultant,https://www.flexjobs.com/HostedJob.aspx?id=1246579,"Must know Java 8+, J2EE, Spring framework 5+, Spring Boot, RESTful service, and CI/CD Tools: Jenkins, Sonar, Blackduck. Must have experience with ESB applications on Red Hat Fuse. 6+ month contract opportunity is fully remote.",09/22/23,100% Remote,US National,Freelance,Experienced,No,,"Computer & IT, IT Consulting"
1854993,Java Backend Engineer- Software Development Engineer II,https://www.flexjobs.com/HostedJob.aspx?id=1854993,Expand our workflow system with new tasks analysing speech and messaging conversations. Break down complex requirements and transform them into clean modular designs. Lead in the design and implementation of significant portions of the product and...,09/6/23,100% Remote,Canada,Employee,Full-Time,Experienced,No specification,
1827801,"Senior Software Engineer - Java, Account Management Platform",https://www.flexjobs.com/HostedJob.aspx?id=1827801,"You will be responsible for maintaining critical platform APIs such as user management, authentication, and contract enforcement. You will also design and implement microservices that handle high velocity API calls from internal and external systems...",09/19/23,Hybrid Remote,"San Francisco, CA Candidates need to be able to work in the City or State specified",Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)","Yes, a bit",
1840136,Senior Application Engineer - OpenAI - Python and .Net or Java,https://www.flexjobs.com/HostedJob.aspx?id=1840136,"Produce clean, efficient code based on specifications. Own one or more distinct parts of a project (components, features, etc.). Perform diagnostic tests and debugging procedures while improving code and re-designing tasks. Generate ideas for software...",08/30/23,100% Remote,US National,Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,"SQL, Software Development, .NET, Java & Android, Python"
1859621,Web Developer,https://www.flexjobs.com/HostedJob.aspx?id=1859621,"Analyze, design, develop and support web applications using Java, HTML, CSS, JavaScript, and other related technologies. Collaborate with cross-functional teams, including designers, project managers, and other developers, to ensure high-quality...",09/13/23,100% Remote,US National,Employee,Full-Time,Experienced,No,
1874388,Senior Distributed Systems Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1874388,"Read, understand, and write code and unit tests (primarily in Java). Deploy new features and improvements that make our platform better. Collaborate with a strong, cross-team group of Platform Engineers to design new features that will be implemented...",10/3/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1855248,"Assistant Vice President, API Software Engineering Manager",https://www.flexjobs.com/HostedJob.aspx?id=1855248,"As an API Software Engineering Manager, you'll be developing APIs and managing an amazing team of engineers working on our APIs leveraging cloud technologies. Bachelor's degree and 6+ years of exp in Technology. 4+ years in API development using Java.",09/7/23,100% Remote,India,Employee,Full-Time,Manager,No specification,+ 1 more
1864036,Senior Full Stack Developer,https://www.flexjobs.com/HostedJob.aspx?id=1864036,"Oversee systems and focus on a new initiative. Consolidate and improve an existing app for customers. Full stack development with Java, Springboot, React, Redux. Communicate and collaborate in an agile environment.",09/21/23,100% Remote,"Atlanta, GA Candidates need to be able to work in the City or State specified",Freelance,Full-Time,Experienced,No specification,
1867123,Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1867123,"Design and develop AWS applications, validate software releases, write and execute SQL, troubleshoot system and network behavior. Experience with AWS, microservice-based architectures, and Java programming required. Salary is competitive.",09/25/23,100% Remote,CA Candidates need to be able to work in the City or State specified,Freelance,Full-Time,Experienced,No specification,"Software Development, Java & Android"
1848372,Android Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1848372,"Seeking an Android engineer with deep knowledge of Java and extensive familiarity with the Android framework, and experience being the architect of major new enhancements. 10+ years of industry experience is required for this role. Fully remote. ",09/17/23,100% Remote,US National,Employee,Full-Time,Experienced,No,
1843725,Software Development Engineer II,https://www.flexjobs.com/HostedJob.aspx?id=1843725,"Improve and optimize existing functionality of the messaging platform. Implement new features using Java & Spring.
Assist in migrating the service to cloud-native solutions. Use the latest technologies to solve unique problems for our customers at scale",09/8/23,100% Remote,"Berlin, Germany Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,
1882261,Senior Big Data Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1882261,"Build, design, and own scalable software products. Develop high-performance computing tasks using Java, Scala, and Python. Analyze, program, debug, and modify software for analytics and visualization solutions.",10/13/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,+ 19 more
1874568,Senior Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1874568,"Design and develop high-volume, low-latency applications for mission-critical systems and delivering high availability and performance. Design complex high-performance backend services using Java. Develop technical specifications and documentation.
",10/7/23,100% Remote,Canada,Employee,Full-Time,Experienced,No specification,
1774512,"Senior Software Engineer, Logic UGC",https://www.flexjobs.com/HostedJob.aspx?id=1774512,"Design and implement the systems that run our in-game scripting language. Collaborate with teams across Rec Room to build great new technology for our players. 5+ years of experience building and shipping production-ready C-family code (e.g. C#, Java...",08/27/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Software Development, Java & Android"
1874021,Software Engineer - Notifications,https://www.flexjobs.com/HostedJob.aspx?id=1874021,"Design and implement clean, scalable and reusable code using Java. Architect RESTful web services. Work with cloud (AWS, Azure, GCP) and the associated architectural patterns (serverless computing, configuration as code, containers, Kubernetes).",10/7/23,100% Remote,"Romania, Netherlands, Lithuania",Employee,Full-Time,Experienced,No specification,"Software Development, Java & Android, QA & Testing"
1874035,Senior Software Engineer - Admin,https://www.flexjobs.com/HostedJob.aspx?id=1874035,"Write optimised, modular Java code. Understand and apply OOP and clean code concepts. Write Restful Web Services. Work with cloud (AWS, Azure, GCP) and the associated architectural patterns (configuration as code, containers, etc); Code reviews.",10/7/23,100% Remote,"Netherlands, Romania, Lithuania",Employee,Full-Time,Experienced,No specification,"Software Development, Java & Android, QA & Testing"
1824003,Senior Game Systems Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1824003,"Programming using Java (and other languages where appropriate), defining tasks as well as working to service assigned and scheduled requests. Defining and developing client server architecture, taking ownership of significant features of the client and...",09/10/23,100% Remote,"Cambridge, United Kingdom Candidates need to be able to work in the City or State specified",Employee,Flexible Schedule,Experienced,No specification,"Entertainment & Media, Gaming, Software Development, Java & Android"
1861928,Software Development Engineer II-III,https://www.flexjobs.com/HostedJob.aspx?id=1861928,"Design and develop AI-based agent matching and routing solutions, build and deploy Java-based enterprise-level solutions, and evaluate open source tools and frameworks. 5+ years of experience in backend systems development and enterprise systems...",09/16/23,100% Remote,"Hyderabad, India Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,
